"annotation_id,""annotator"",""comment"",""created_at"",""id"",""lead_time"",""sentiment"",""updated_at"",""video_id"",""video_title"""
"433,""1"",""tetangga gw sore main JPTOGEL77"",""2025-03-19T07:41:41.788035Z"",427,0.852,""Online Gambling Promotion"",""2025-03-19T07:41:41.788035Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"434,""1"",""main ni ya wee kasi tau main JPTOGEL77 depsoit gampang wede cepat kuyyy daftar wee jamin gacor"",""2025-03-19T07:41:47.283523Z"",428,4.981,""Online Gambling Promotion"",""2025-03-19T07:41:47.283523Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"435,""1"",""main disitus sebelah asik kalah depo semenjak kenal JPtogel77 lunas utang gw bre paten JPtogel77"",""2025-03-19T07:41:49.370899Z"",429,1.587,""Online Gambling Promotion"",""2025-03-19T07:41:49.370899Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"436,""1"",""makasih admin sahabat sahabat udah membujuk bermain jptogel77 gacor akut"",""2025-03-19T07:41:51.953191Z"",430,2.008,""Online Gambling Promotion"",""2025-03-19T07:41:51.953191Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"437,""1"",""kek jptogel77 gini situs mantap member wajib menang"",""2025-03-19T07:41:53.349622Z"",431,0.849,""Online Gambling Promotion"",""2025-03-19T07:41:53.349622Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"438,""1"",""Tpi Jujur Gua main jptogel77 sih emg gg lgsg wede"",""2025-03-19T07:41:54.710747Z"",432,0.799,""Online Gambling Promotion"",""2025-03-19T07:41:54.710747Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"439,""1"",""Kakak wedein sketer s1tusnya JPTOGEL77 max mantapnya id tuh JPTOGEL77 sepele sketer brader"",""2025-03-19T07:41:56.213596Z"",433,1.005,""Online Gambling Promotion"",""2025-03-19T07:41:56.213596Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"440,""1"",""tengkiu bosku kasi teman2 setongkrongan traktiran makan minum enak semoga jaya jptogel77"",""2025-03-19T07:41:58.221468Z"",434,1.534,""Online Gambling Promotion"",""2025-03-19T07:41:58.221468Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"441,""1"",""Setiap kali menang JPTOGEL77"",""2025-03-19T07:41:59.530947Z"",435,0.773,""Online Gambling Promotion"",""2025-03-19T07:41:59.530947Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"442,""1"",""maacihhh abang bos gw ngerasain namanya wede cuannn gedek terbaik bermain web JPTOGEL77"",""2025-03-19T07:42:01.871406Z"",436,1.789,""Online Gambling Promotion"",""2025-03-19T07:42:01.871406Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"443,""1"",""bnyk yg puas jptogel77 emg bnrn gacor ya slotnya ya"",""2025-03-19T07:42:03.488921Z"",437,1.048,""Online Gambling Promotion"",""2025-03-19T07:42:03.488921Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"444,""1"",""gimana carahnya daptar JptogeI77 kak"",""2025-03-19T07:43:08.982618Z"",438,65.002,""Online Gambling Promotion"",""2025-03-19T07:43:08.982618Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"445,""1"",""Riwayat kalah ku situs sebelah cuman situs JPTOGEL77 penyelamat keuangan ku"",""2025-03-19T07:43:13.315925Z"",439,3.82,""Online Gambling Promotion"",""2025-03-19T07:43:13.315925Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"446,""1"",""selamet alam memprihatinkan wkwk dorongan bermain JPTOGEL77 udah keuntungan game clam enventya astaga mantap memanglah lagak website nya bosskuu"",""2025-03-19T07:43:16.731522Z"",440,2.828,""Online Gambling Promotion"",""2025-03-19T07:43:16.731522Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"447,""1"",""nikmat main JPTOGEL77 starlight princes ny menaburkan pesona tuh member era rungkad deh cuan harinya"",""2025-03-19T07:43:18.245343Z"",441,0.975,""Online Gambling Promotion"",""2025-03-19T07:43:18.245343Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"448,""1"",""nyesel bener maen jptogel77 depo receh wd berkali2 kalo dr ud kebeli tuh vespa matic wekekek HAHAHHAHA"",""2025-03-19T07:43:36.700374Z"",442,17.842,""Online Gambling Promotion"",""2025-03-19T07:43:36.700374Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"449,""1"",""adduuh settingan"",""2025-03-19T07:43:39.426303Z"",443,2.186,""Not Online Gambling Promotion"",""2025-03-19T07:43:39.426303Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"450,""1"",""Luar orang baikberkah semoga rejekix berlipat gandadan slalu kesehatan JPTOGEL77 emang top"",""2025-03-19T07:43:41.928965Z"",444,1.956,""Online Gambling Promotion"",""2025-03-19T07:43:41.928965Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"451,""1"",""PG Soft JPTOGEL77 bikin berasa kayak bos cuman situs gw dpt scatter hitam asli bro"",""2025-03-19T07:43:43.630745Z"",445,1.136,""Online Gambling Promotion"",""2025-03-19T07:43:43.630745Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"452,""1"",""Ganas slt JPTOGEL77 modal narik sejuta om"",""2025-03-19T07:43:45.452117Z"",446,1.236,""Online Gambling Promotion"",""2025-03-19T07:43:45.452117Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"453,""1"",""Wah seru banget Gue gabung JPTOGEL77 langsung gas lingnya Main enak banget cuan"",""2025-03-19T07:43:46.975633Z"",447,0.967,""Online Gambling Promotion"",""2025-03-19T07:43:46.975633Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"454,""1"",""mantap bro JP tipis JPTOGEL77 ngakat aja udah lumayan makasih JPTOGEL77 udah kasih menang"",""2025-03-19T07:43:48.326485Z"",448,0.774,""Online Gambling Promotion"",""2025-03-19T07:43:48.326485Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"455,""1"",""aduh cowonya kena lego"",""2025-03-19T07:43:51.403847Z"",449,2.52,""Not Online Gambling Promotion"",""2025-03-19T07:43:51.403847Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"456,""1"",""udah ciuuaan deh main JPTOGEL77 ga pindah situs lagikarena situs uadah kksih menang beneran udah nyaman bangetttttttt"",""2025-03-19T07:43:54.431845Z"",450,2.456,""Online Gambling Promotion"",""2025-03-19T07:43:54.431845Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"457,""1"",""Sukses terimakasih wd besarnya JPTOGEL77"",""2025-03-19T07:43:55.848777Z"",451,0.938,""Online Gambling Promotion"",""2025-03-19T07:43:55.848777Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"458,""1"",""udah kali gue main JPTOGEL77 wd meluncur aman bonus slalu"",""2025-03-19T07:43:57.192202Z"",452,0.841,""Online Gambling Promotion"",""2025-03-19T07:43:57.192202Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"459,""1"",""keren banget jptogel77 kerungkatan bro rasio kemenangannya banget gokil"",""2025-03-19T07:43:58.497770Z"",453,0.765,""Online Gambling Promotion"",""2025-03-19T07:43:58.497770Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"460,""1"",""kiraen admin beneran enak jptogel77 asu"",""2025-03-19T07:44:00.296198Z"",454,1.265,""Online Gambling Promotion"",""2025-03-19T07:44:00.296198Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"461,""1"",""makasihh bangeett temeenkuu udah kasih rekomend web JPtogel77 ga rungkad web sebela"",""2025-03-19T07:44:02.270584Z"",455,1.476,""Online Gambling Promotion"",""2025-03-19T07:44:02.270584Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"462,""1"",""Saran gua si bang player coba JPtogel77 temen gua maxwin main cari aja google JPtogel77"",""2025-03-19T07:44:03.817367Z"",456,1.025,""Online Gambling Promotion"",""2025-03-19T07:44:03.817367Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"463,""1"",""makasih Jptogel77 seumur umur kali lihat perkalian merah wd 3 juta modal 60k"",""2025-03-19T07:44:06.055700Z"",457,1.679,""Online Gambling Promotion"",""2025-03-19T07:44:06.055700Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"464,""1"",""main JPTOGEL77 coba berkali kali main situs JPTOGEL77 terbukti W3De3 akun ku deh ga nyedot situsnya"",""2025-03-19T07:44:07.246775Z"",458,0.712,""Online Gambling Promotion"",""2025-03-19T07:44:07.246775Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"465,""1"",""Muadah mudahan bermanfaat coba JPTOGEL77 real asik mainnya"",""2025-03-19T07:44:08.578306Z"",459,0.769,""Online Gambling Promotion"",""2025-03-19T07:44:08.578306Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"466,""1"",""jptogel77 terbaik dah"",""2025-03-19T07:44:09.766441Z"",460,0.713,""Online Gambling Promotion"",""2025-03-19T07:44:09.766441Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"467,""1"",""makasih admin sahabat sahabat udah membujuk bermain jptogel77 gacor akut"",""2025-03-19T07:44:11.291009Z"",461,0.973,""Online Gambling Promotion"",""2025-03-19T07:44:11.291009Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"468,""1"",""suka bertemu ni link JPTOGEL77 nya udah web coba web ngasih terimakasih"",""2025-03-19T07:44:12.593339Z"",462,0.746,""Online Gambling Promotion"",""2025-03-19T07:44:12.593339Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"469,""1"",""main ni ya wee kasi tau main JPTOGEL77 depsoit gampang wede cepat kuyyy daftar wee jamin gacor"",""2025-03-19T07:44:14.082198Z"",463,0.919,""Online Gambling Promotion"",""2025-03-19T07:44:14.082198Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"470,""1"",""like doain menang main jptogel77"",""2025-03-19T07:44:15.590427Z"",464,0.961,""Online Gambling Promotion"",""2025-03-19T07:44:15.590427Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"471,""1"",""mantap bget ni bree ni situs bagi2 uang JPTOGEL77 rezeki butuh wkwk"",""2025-03-19T07:44:17.032477Z"",465,0.917,""Online Gambling Promotion"",""2025-03-19T07:44:17.032477Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"472,""1"",""best jptogel77 beneran gampang menang sl0t nya"",""2025-03-19T07:44:18.245476Z"",466,0.733,""Online Gambling Promotion"",""2025-03-19T07:44:18.245476Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"473,""1"",""tengkiu bosku kasi teman2 setongkrongan traktiran makan minum enak semoga jaya jptogel77"",""2025-03-19T07:44:20.526523Z"",467,1.608,""Online Gambling Promotion"",""2025-03-19T07:44:20.526523Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"474,""1"",""Kalo nyari gacor JPTOGEL77 jawabannya bree karna gw main disana ksh menang breee cari aja google JPTOGEL77"",""2025-03-19T07:44:21.969504Z"",468,0.946,""Online Gambling Promotion"",""2025-03-19T07:44:21.969504Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"475,""1"",""Saran coba JPTOGEL77 bg link nya gak pelit tu mmber uda psti dikasih JP tmn gw jga mawin disitu"",""2025-03-19T07:44:23.261198Z"",469,0.728,""Online Gambling Promotion"",""2025-03-19T07:44:23.261198Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"476,""1"",""nice link bagus jptogel77"",""2025-03-19T07:44:25.391083Z"",470,1.586,""Online Gambling Promotion"",""2025-03-19T07:44:25.391083Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"477,""1"",""ga bikin kecewa kalo main JPTOGEL77 game nya bagusmpuatarannya bonuss mantap betull la"",""2025-03-19T07:44:27.056824Z"",471,1.092,""Online Gambling Promotion"",""2025-03-19T07:44:27.056824Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"478,""1"",""situs JPTOGEL77 bro gak makan orang mala kasih uang main disni makasi la uda recomen"",""2025-03-19T07:44:29.095422Z"",472,1.487,""Online Gambling Promotion"",""2025-03-19T07:44:29.095422Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"479,""1"",""iseng iseng ajak doi main jptogel77 kaget ngeliat petirnya kek wkwk"",""2025-03-19T07:44:30.638776Z"",473,1.013,""Online Gambling Promotion"",""2025-03-19T07:44:30.638776Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"480,""1"",""Setingan unsub"",""2025-03-19T07:44:34.474319Z"",474,3.28,""Not Online Gambling Promotion"",""2025-03-19T07:44:34.474319Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"481,""1"",""khawatir Hal orang pikirkan pikirkan Hal dirimu JPTOGEL77 gk percaya sih cocok buktiin memanglah website gacornya"",""2025-03-19T07:44:36.186648Z"",475,1.221,""Online Gambling Promotion"",""2025-03-19T07:44:36.186648Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"482,""1"",""nyari2 link mantul kali ni gw setuju JPTOGEL77 gacor"",""2025-03-19T07:44:37.531075Z"",476,0.807,""Online Gambling Promotion"",""2025-03-19T07:44:37.531075Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"483,""1"",""gokilll mantul kali jptogel77 makasih info gacorny kakak"",""2025-03-19T07:44:38.795790Z"",477,0.734,""Online Gambling Promotion"",""2025-03-19T07:44:38.795790Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"484,""1"",""pantes kwn nyaman main jptogel77"",""2025-03-19T07:44:40.093909Z"",478,0.736,""Online Gambling Promotion"",""2025-03-19T07:44:40.093909Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"485,""1"",""Cara daftarx JPTOGEL77 gmn bos"",""2025-03-19T07:44:42.087473Z"",479,1.428,""Online Gambling Promotion"",""2025-03-19T07:44:42.087473Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"486,""1"",""JPTOGEL77 bnrn gacor bre"",""2025-03-19T07:44:43.774310Z"",480,1.151,""Online Gambling Promotion"",""2025-03-19T07:44:43.774310Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"487,""1"",""jptogel77 terbaik dah"",""2025-03-19T07:44:45.561218Z"",481,1.257,""Online Gambling Promotion"",""2025-03-19T07:44:45.561218Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"488,""1"",""sy main JPtogel77 doang mas ga pindah2 ya kadang loss ya ga sampe beli fortuner karaoke sih lc gw minimal 2 bos hahaha"",""2025-03-19T07:44:47.138488Z"",482,1.057,""Online Gambling Promotion"",""2025-03-19T07:44:47.138488Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"489,""1"",""khawatir Hal orang pikirkan pikirkan Hal dirimu JPTOGEL77 gk percaya sih cocok buktiin memanglah website gacornya"",""2025-03-19T07:44:49.224193Z"",483,1.543,""Online Gambling Promotion"",""2025-03-19T07:44:49.224193Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"806,""1"",""Gila ya Jptogel77 dimana ashu terpercaya kagak nih"",""2025-03-20T02:24:49.504197Z"",484,2.391,""Online Gambling Promotion"",""2025-03-20T02:24:49.504197Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"490,""1"",""jptogel77 pelunas utang gw cok WKWKWKWK"",""2025-03-19T07:45:29.479206Z"",485,3.568,""Online Gambling Promotion"",""2025-03-19T07:45:29.479206Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"491,""1"",""makasih jptogel77 udah ngebuat kemenangan perihal lazim gue"",""2025-03-19T07:45:31.312828Z"",486,1.309,""Online Gambling Promotion"",""2025-03-19T07:45:31.312828Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"492,""1"",""suka bertemu ni link JPTOGEL77 nya udah web coba web ngasih terimakasih"",""2025-03-19T07:45:33.216078Z"",487,1.361,""Online Gambling Promotion"",""2025-03-19T07:45:33.216078Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"493,""1"",""Mas suka JP bagusan cobain JPTOGEL77 gua narikk maunya gua rejeki kebagi play JPTOGEL77"",""2025-03-19T07:45:34.825860Z"",488,1.068,""Online Gambling Promotion"",""2025-03-19T07:45:34.825860Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"494,""1"",""kalo Jptogel77 yg kasih duit"",""2025-03-19T07:45:40.135111Z"",489,4.817,""Online Gambling Promotion"",""2025-03-19T07:45:40.135111Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"495,""1"",""enak banget maxwin nya ngap Cuman situs JPTOGEL77 gw ngerasain indah nya maxwin"",""2025-03-19T07:45:43.666850Z"",490,2.961,""Online Gambling Promotion"",""2025-03-19T07:45:43.666850Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"496,""1"",""sore sore gini nyantai main JPTOGEL77 dikasih maxwin hahaa Mudah maxwin"",""2025-03-19T07:45:45.573113Z"",491,1.363,""Online Gambling Promotion"",""2025-03-19T07:45:45.573113Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakðŸ˜…"""
"497,""1"",""Yang sabar ya kak wili salim"",""2025-03-19T07:45:59.313436Z"",492,6.407,""Not Online Gambling Promotion"",""2025-03-19T07:45:59.313436Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"498,""1"",""Tema Bangkok ku suka nonton anime Barbie"",""2025-03-19T07:46:05.466587Z"",493,5.587,""Not Online Gambling Promotion"",""2025-03-19T07:46:05.466587Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"499,""1"",""aja percayanya cantik temanmu"",""2025-03-19T07:46:08.625402Z"",494,2.611,""Not Online Gambling Promotion"",""2025-03-19T07:46:08.625402Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"500,""1"",""Wili Salim sabar ya semoga tiktok Abang mudamudahan dibuka langi yg dukong lak"",""2025-03-19T07:46:11.211622Z"",495,2.052,""Not Online Gambling Promotion"",""2025-03-19T07:46:11.211622Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"501,""1"",""Semangat"",""2025-03-19T07:46:12.957853Z"",496,1.183,""Not Online Gambling Promotion"",""2025-03-19T07:46:12.957853Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"502,""1"",""Wili bohong"",""2025-03-19T07:46:14.741986Z"",497,1.296,""Not Online Gambling Promotion"",""2025-03-19T07:46:14.741986Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
"503,""1"",""kak wili salim sedih percaya"",""2025-03-19T07:46:27.428965Z"",498,7.515,""Not Online Gambling Promotion"",""2025-03-19T07:46:27.428965Z"",""26BvH8U7PHA"",""Sedih banget.. ðŸ˜­ï¿¼"""
